99,24735.80,
99,15815.61,右支气管肺癌
99,5659.99,胫骨骨折
99,5466.19,上呼吸道感染
99,4534.00,原发性高血压
99,4479.39,头晕和眩晕
99,4460.21,早期胃癌
99,3375.85,慢性支气管炎急性发作
99,2991.30,冠状动脉供血不足
99,2902.70,脑动脉硬化
99,2216.90,尿道结石
99,1877.86,头痛
99,1792.56,眩晕
99,1442.86,脑血管供血不足
99,838.40,冠心病心律失常型
27,931.90,
20,91.39,
16,15794597.43,恶性肿瘤放（化）治疗
16,13576205.00,冠状动脉粥样硬化性心脏病
16,12373954.14,腰椎间盘突出
16,11203848.88,肺部感染
16,10964397.20,脑梗死
16,9291495.31,高血压病
16,7904495.57,慢性阻塞性肺病伴急性加重
16,7497982.25,慢性阻塞性肺病
16,6499037.10,肺恶性肿瘤
16,6295685.82,冠心病
16,5867125.32,糖尿病
16,5380098.91,神经根型颈椎病
16,5068610.30,2型糖尿病
16,4887647.75,胆囊结石
16,4419443.54,关节炎
16,4357310.15,冠心病心律失常型
16,4308397.01,急性支气管炎
16,3799706.86,白内障
16,3736302.88,腰椎椎管狭窄
16,3657141.38,骨质疏松
16,3644656.72,后循环缺血
16,3636150.77,乳腺恶性肿瘤
16,3635854.41,肺炎
16,3635204.11,混合痔
16,3550320.25,慢性支气管炎
16,3527403.79,慢性肾衰竭
16,3466629.61,混合型颈椎病
16,3245674.34,充血性心力衰竭
16,3007546.86,多发性脑梗死
16,2876480.79,高血压3级
16,2856488.69,2型糖尿病伴多并发症
16,2849393.58,带状疱疹
16,2755326.82,直肠恶性肿瘤
16,2723271.13,股骨骨折
16,2701694.82,慢性胃炎
16,2572174.94,骨折
16,2548262.95,腹痛
16,2547535.03,高血压脑出血
16,2406978.09,急性胰腺炎
16,2371454.37,前列腺增生
16,2268023.79,输尿管结石
16,2243422.11,肺癌病
16,2174498.46,脑出血
16,2094462.52,肝恶性肿瘤
16,2060150.68,腔隙性脑梗死
16,2017437.57,肝癌病
16,1994528.20,腰椎骨折
16,1966899.28,老年性白内障
16,1915765.36,结肠息肉
16,1907077.31,慢性支气管炎伴肺气肿
16,1749108.56,骨质疏松伴病理性骨折
16,1659339.57,急性心肌梗死
16,1646500.02,头晕和眩晕
16,1596610.62,膝关节病
16,1555003.44,结肠恶性肿瘤
16,1516653.55,
16,1510782.86,颈椎间盘突出
16,1476439.44,痛风性关节炎
16,1432802.89,急性上呼吸道感染
16,1427098.14,急性阑尾炎
16,1412682.78,肾结石
16,1324208.26,脑动脉供血不足
16,1313566.17,肺气肿
16,1311795.62,高血压性心脏病
16,1311611.39,食管恶性肿瘤
16,1286728.54,肝硬化
16,1281024.28,前列腺恶性肿瘤
16,1267129.16,脑血管意外
16,1235582.54,腹股沟疝
16,1228267.90,类风湿性关节炎
16,1214638.75,股骨颈骨折
16,1189036.41,胃肠炎
16,1160629.36,肱骨骨折
16,1160042.43,高血压2级
16,1158281.48,动脉瘤
16,1149577.76,支气管炎
16,1142298.24,宫颈恶性肿瘤
16,1127154.09,肺肿瘤
16,1104597.84,风湿性心脏病
16,1095112.00,眩晕病
16,1091762.19,腰痛
16,1081159.59,脑梗死后遗症
16,1077939.84,肛周脓肿
16,1050022.79,胃恶性肿瘤
16,1045386.79,呼吸衰竭
16,1042000.91,桡骨骨折
16,1035190.20,肩周炎
16,1027475.51,血管性头痛
16,1026924.96,全身性骨关节炎
16,997218.68,胸椎骨折
16,991117.14,支气管哮喘，非危重
16,971845.83,肠梗阻
16,958378.77,肾功能衰竭的透析治疗
16,950162.87,泌尿道感染
16,947418.96,急性冠脉综合征
16,946371.51,脊髓型颈椎病
16,911771.16,肾恶性肿瘤
16,901908.61,慢性心力衰竭
16,899415.21,眩晕综合征
16,898707.81,慢性鼻窦炎
16,882111.04,胃息肉
16,878169.68,股骨头无菌性坏死
16,870844.41,腰椎退行性病变
16,867093.32,脊椎病
16,866805.52,消化道出血
16,865091.60,心律失常
16,841472.30,肝硬化失代偿期
16,833555.75,大面积脑梗死
16,822342.34,心悸
16,813835.62,下肢动脉硬化闭塞症
16,798563.08,胃炎
16,795844.39,1型糖尿病
16,788555.78,椎动脉型颈椎病
16,770514.79,肺结核
16,761928.02,骨质增生
16,754613.53,胆囊结石伴急性胆囊炎
16,747108.83,尿毒症
16,744815.03,急性胆囊炎
16,740963.14,湿疹
16,738429.86,神经根型腰椎病
16,738072.37,良性高血压
16,733188.61,病窦综合征
16,715499.00,并发性白内障
16,707511.40,胆囊结石伴慢性胆囊炎
16,687528.63,半月板损伤
16,675071.24,帕金森病
16,665251.42,肺恶性肿瘤个人史
16,664082.00,梗阻性黄疸
16,655943.31,短暂性脑缺血发作
16,653670.83,腰椎滑脱
16,647354.87,肾积水伴输尿管结石
16,642816.77,病毒性肝炎
16,641659.97,冠状动脉粥样硬化
16,641392.07,鼻咽恶性肿瘤
16,639355.72,2型糖尿病伴并发症
16,639158.65,精神分裂症
16,628310.73,肝细胞癌
16,626196.40,胫骨骨折
16,622263.33,脑梗死个人史
16,617890.57,膝关节滑膜炎
16,615198.94,中风病
16,608844.68,上消化道出血
16,603487.76,扩张型心肌病
16,596719.72,胸腔积液
16,591888.28,声带息肉
16,583144.92,颈椎间盘疾患
16,579957.00,直肠炎
16,574111.00,子宫平滑肌瘤
16,564495.87,支气管哮喘，危重
16,562536.54,肛瘘
16,561355.73,痛风
16,558699.37,甲状腺恶性肿瘤
16,555789.06,神经炎
16,555243.64,外踝骨折
16,549953.86,颅内占位性病变
16,548159.10,咳嗽
16,541298.42,肋骨骨折
16,538822.09,代谢性白内障
16,531492.13,突发性耳聋
16,518970.75,原发性高血压
16,517755.68,卵巢恶性肿瘤
16,517162.12,乳腺良性肿瘤
16,516053.10,白内障超乳手术+人工晶体植入
16,514761.35,特指急性胃炎
16,507554.42,子宫肌瘤手术
16,502527.83,恶性肿瘤（癌症）
16,501237.90,肾绞痛
16,499025.44,慢性肺源性心脏病
16,494453.38,系统性红斑狼疮
16,491115.90,糜烂性胃炎
16,489446.62,心脏病
16,488436.25,直肠肿瘤
16,485216.04,头痛
16,482571.98,缺血性心肌病
16,474750.76,支气管扩张
16,472302.60,急性白血病
16,471390.34,慢性浅表性胃炎
16,471312.73,药物性股骨头坏死
16,465419.82,不完全性肠梗阻
16,464933.64,急性上消化道出血
16,454024.82,高血压1级
16,449865.41,腹股沟斜疝
16,449769.12,发热
16,447342.51,肾积水伴肾结石
16,446540.16,乙状结肠恶性肿瘤
16,439050.03,急性髓系白血病
16,429220.63,梅尼埃病
16,426397.05,女性盆腔炎
16,426124.65,(子宫内)避孕装置的放置
16,423949.44,椎管内肿物
16,420547.64,支气管扩张伴感染
16,417854.00,骨折病
16,416632.28,大隐静脉曲张
16,414234.45,胰腺恶性肿瘤
16,409055.59,子宫腺肌病
16,407707.95,原发性双侧膝关节病
16,407465.31,肾病综合征
16,405462.86,慢性阻塞性肺病伴急性下呼吸道感染
16,403186.09,慢性乙型病毒性肝炎
16,402620.45,白血病
16,401527.94,多发性结肠息肉
16,400066.25,癫痫
16,399386.66,取除骨折内固定装置
16,395522.75,孔源性视网膜脱离
16,394371.12,贫血
16,388390.58,阻塞性肺气肿
16,387930.77,脑膜瘤
16,386599.14,胆囊炎
16,385344.79,腹膜炎
16,385018.23,鼻出血
16,381247.92,皮炎
16,378725.32,结节性甲状腺肿
16,378086.65,直肠息肉
16,377449.32,髌骨骨折
16,373270.15,卵巢囊肿
16,372376.31,内痔伴特指并发症
16,368500.30,安装心脏起搏器
16,367575.38,结肠肿瘤
16,365095.38,肺心病
16,359066.37,青光眼
16,358367.26,青年起病成年型糖尿病
16,357714.34,急性化脓性阑尾炎
16,356731.67,恶性淋巴瘤
16,355777.88,锁骨骨折
16,355120.47,陈旧性腰椎骨折
16,353877.06,急性扁桃体炎
16,352920.49,卵巢肿瘤
16,351430.45,升结肠恶性肿瘤
16,350304.91,股骨粗隆间骨折
16,347611.81,心衰病
16,346036.07,乳腺肿瘤
16,345980.39,下肢静脉曲张
16,338425.99,心力衰竭
16,338156.18,急性肠炎
16,335823.87,胃溃疡
16,334855.72,急性化脓性扁桃体炎
16,332648.27,支气管肺炎
16,332298.42,甲状腺肿瘤
16,331522.03,跟骨骨折
16,325105.65,肩袖损伤
16,323401.65,缺血性肠病
16,321102.79,腰腿痛病
16,319086.08,垂体良性肿瘤
16,317335.40,膀胱恶性肿瘤
16,315193.64,胆囊息肉
16,313506.35,喉恶性肿瘤
16,312661.11,尿潴留
16,312416.77,急性非ST段抬高型心肌梗死
16,311682.16,自发性气胸
16,311216.21,心脏瓣膜病
16,309444.63,大脑中动脉瘤破裂伴蛛网膜下腔出血
16,309407.46,头部内伤病（开放性颅脑损伤）
16,308340.31,胸痛
16,307944.43,脑血管病
16,306693.13,非霍奇金淋巴瘤
16,306180.06,脑出血后遗症
16,306126.79,脓毒血症
16,305862.38,子宫良性肿瘤
16,305828.85,硬膜下血肿
16,304785.41,肝炎后肝硬化失代偿期
16,304384.33,2型糖尿病伴神经并发症
16,304083.91,面瘫病
16,299417.94,前列腺癌病
16,298606.25,肝占位性病变
16,297612.03,慢性喘息性支气管炎
16,295621.10,慢性硬膜下血肿
16,295224.22,肌瘤
16,295096.88,胰腺肿瘤
16,293637.62,肥大性鼻炎
16,293629.74,骨髓炎
16,293609.53,肺大泡
16,293234.85,急性女性盆腔炎
16,289902.93,急性出血性胰腺炎，重症
16,289733.65,面神经麻痹
16,288744.49,食道中上段恶性肿瘤
16,287677.83,脑挫伤
16,287645.45,胆总管结石
16,286687.96,胆管结石伴胆囊炎
16,286510.58,良性阵发性眩晕
16,285485.79,急性咽喉炎
16,282761.96,食管肿瘤
16,281266.45,慢性肾功能衰竭
16,279271.68,广泛性焦虑障碍
16,278643.70,出血性脑梗死
16,278091.03,急慢性肾功能衰竭
16,276634.90,胸部损伤
16,275838.38,三叉神经痛
16,275777.40,肝囊肿
16,275408.59,单关节炎
16,274950.53,卵巢良性肿瘤
16,273140.06,颈椎骨折
16,267850.80,结肠炎
16,267311.20,慢性前列腺炎
16,266757.25,肺纤维化
16,266176.54,直肠恶性肿瘤个人史
16,264848.13,肺栓塞
16,264754.66,肛裂
16,264743.41,食管癌病
16,263988.59,心房纤颤和扑动
16,262102.29,弥漫大B细胞淋巴瘤
16,256952.11,冠状动脉性心脏病
16,256928.25,继发性血小板减少
16,254312.05,荨麻疹
16,254309.83,强直性脊柱炎
16,253674.44,慢性阻塞性肺气肿性支气管炎伴急性加重
16,253543.12,泌尿系结石
16,252997.13,心房颤动
16,251969.10,陈旧性股骨颈骨折
16,247926.26,陈旧性踝关节骨折
16,247245.27,咯血
16,245847.73,肺占位性病变
16,245421.43,鼻中隔偏曲
16,245282.38,胰头恶性肿瘤
16,244657.90,乳腺恶性肿瘤，上部
16,243591.71,恶心和呕吐
16,242203.57,便秘
16,238661.70,脂肪肝
16,238628.12,玻璃体出血
16,237243.40,上呼吸道疾病
16,237057.54,横结肠恶性肿瘤
16,236936.85,银屑病
16,236144.34,内痔
16,235162.42,干燥综合征
16,234614.09,非典型性肺炎
16,232745.03,肾积水伴肾输尿管结石
16,232730.62,移植肾功能不全
16,232284.24,恶性肿瘤
16,231458.14,椎管狭窄
16,231348.14,绝经后骨质疏松
16,228537.52,脂肪瘤
16,228341.78,主动脉夹层
16,227758.20,特指破伤风
16,226488.03,蛛网膜下腔出血
16,225524.63,恶性胸腔积液
16,222470.73,缺铁性贫血
16,220434.97,膝关节痛
16,219879.26,血尿
16,219602.21,肺不典型增生
16,218794.37,重度贫血
16,218246.62,呼吸困难
16,216024.57,创伤后股骨头坏死
16,214845.40,脑萎缩
16,214383.07,外源性支气管哮喘
16,212821.01,下肢深静脉血栓形成
16,211494.13,肝纤维化伴肝硬化
16,211072.75,软组织疾患
16,210032.81,乙状结肠肿瘤
16,207831.71,急性荨麻疹
16,206862.99,支气管恶性肿瘤
16,206364.81,幼年型类风湿关节炎
16,205188.98,肩关节脱位
16,204023.03,心悸病
16,203100.93,胃癌病
16,202456.67,高血压危象
16,202365.00,焦虑性抑郁症
16,201318.61,高脂血症
16,200652.98,头部外伤
16,200344.08,骨髓增生异常综合征
16,200092.79,甲状腺肿物
16,199215.88,肾囊肿病
16,197285.90,胆管结石
16,194536.66,特指脑梗死
16,192773.05,膀胱结石
16,190019.97,全血细胞减少
16,189863.57,椎-基底动脉供血不足
16,189793.22,急性多壁心肌梗死
16,188909.04,前交通动脉瘤
16,188149.53,骶髂关节炎
16,187717.74,药物性肱骨头坏死
16,187002.84,心脏动脉瘤
16,186561.84,淋巴、造血和有关组织特指恶性肿瘤
16,186218.88,降结肠恶性肿瘤
16,185723.35,低钾血症
16,185047.91,特指慢性胰腺炎
16,184344.32,阵发性室上性心动过速
16,183699.91,心源性休克
16,183654.54,病毒性肺炎
16,182811.15,颈部脊髓损伤
16,181982.22,子宫内膜恶性肿瘤
16,181684.71,膀胱肿瘤
16,180543.24,颅内损伤
16,180206.93,抑郁症
16,179966.35,踝关节脱位
16,179314.78,腰椎椎间盘炎
16,178967.21,股骨骨坏死
16,178590.22,股骨干骨折
16,177780.95,颈动脉硬化
16,176206.66,女性盆腔炎性疾病
16,175653.89,多发性骨髓瘤
16,172279.05,跖骨骨折
16,171766.51,晶体混浊
16,171212.50,宫颈恶性肿瘤个人史
16,171011.45,大脑神经胶质瘤病
16,170514.14,感冒病
16,169225.83,脑血管供血不足伴短暂性局灶性神经症状
16,168232.08,阻塞性睡眠呼吸暂停综合征
16,167980.02,耳鼻喉癌病（舌癌病）
16,167929.08,丹毒
16,166824.62,晕厥和虚脱
16,165962.11,2型糖尿病性植物神经病变
16,165612.72,中耳炎
16,165596.54,反流性食管炎
16,164611.66,甲状腺疾患
16,163209.26,子宫内膜息肉
16,163052.19,急性肾衰竭
16,162100.22,多形红斑
16,161746.51,单纯性肾囊肿
16,161385.85,子宫肿瘤
16,161266.29,肝肿瘤
16,161174.88,十二指肠溃疡
16,160806.93,残胃恶性肿瘤
16,160572.44,脑干梗死
16,159183.22,颈椎退行性病变
16,158296.83,尺骨桡骨远端骨折
16,157806.30,颈动脉闭塞脑梗死
16,157389.06,肺结节病
16,156795.13,艾滋病
16,156755.74,胃窦恶性肿瘤
16,156739.80,绒毛状腺瘤
16,156374.18,胃肿瘤
16,155171.22,偏头痛
16,154948.09,主动脉溃疡
16,154936.04,脑积水
